Date,Open_Delta,High_Delta,Low_Delta,Close_Delta,Volume_Delta,Bid1_Price_Delta,Bid1_Quantity_Delta,Ask1_Price_Delta,Ask1_Quantity_Delta,Bid2_Price_Delta,Bid2_Quantity_Delta,Ask2_Price_Delta,Ask2_Quantity_Delta
2023-05-27 17:11:00,0.0,0.0,0.0,-3.749740798567032e-05,189.09995477159654,0.0,30.147767520176505,0.0,2.523536649431812,3.7497562652424926e-05,714.4927536231885,3.749739392511954e-05,-91.26509698670246
2023-05-27 17:12:00,0.0,0.0,0.0,0.0,4434.183354192741,0.0,-29.489167021706102,0.0,15.816442627786435,0.0002999803887886313,12265.124555160144,0.0,0.0
2023-05-27 17:13:00,0.007499481598334515,0.007499481598334515,0.007499484410446782,0.007536981832493014,-10.57500215647374,0.007499484410446782,-73.95295866879675,0.007499481598334515,-17.78041361645151,0.007499487222561157,-93.79568871236977,0.0074994759741163096,-85.92877094972067
2023-05-27 17:14:00,-3.749459608533654e-05,0.0,0.0,-3.749459608533654e-05,-43.932308547087686,0.0,581.3435192382433,0.0,-51.00515276870601,0.0,0.0,0.0001124837039326696,5360.545905707196
2023-05-27 17:15:00,3.749461014378917e-05,0.0,0.0,0.0,145.29914529914527,0.0,0.46221775393900766,0.0,-95.93520020520899,0.0,293.3317870810623,0.00044993430958698043,-99.8576145899603
2023-05-27 17:16:00,0.006936500276905777,0.006936500276905777,0.006936502877705872,0.006973997487863303,-98.17508009448625,0.006936502877705872,13.20672694753578,0.006936500276905777,316.9851568749445,0.00693650547852156,-93.12439189786832,0.006336546349769449,1130.8510638297873
2023-05-27 17:17:00,0.012897246437880601,0.01293473843334721,0.012934743282840574,0.01293473843334721,2240.076863950807,0.012934743282840574,-8.960447638378412,0.01293473843334721,311.4952573803688,0.01233487575518636,-97.16981132075472,0.012934733583857482,463.87208297320666
2023-05-27 17:18:00,0.0006372817310142218,0.0005997943455132365,0.0005997945703591063,0.0005997943455132365,-82.13004690517796,0.0005997945703591063,43.30183904167369,0.0005997943455132365,-39.8035772559867,0.001124621986432082,530.3030303030303,0.0005997941206675352,218.83813611281423
2023-05-27 17:19:00,-3.74869217578115e-05,0.0,0.0,-3.74869217578115e-05,22.26306889199324,0.0,-13.242659753016412,0.0,24.74722702670143,0.0,0.0,0.0,-96.66362194125281
2023-05-27 17:20:00,7.497387160738192e-05,3.748692174417384e-05,3.74869358105098e-05,7.497387160738192e-05,1544.6749654218534,3.74869358105098e-05,-33.329317469285556,3.748692174417384e-05,75.79016348209976,0.0001124609338787283,53537.019230769234,3.748690770512374e-05,7871.181556195967
