Date,index,Open,High,Low,Close,Volume,Bid1_Price,Bid1_Quantity,Ask1_Price,Ask1_Quantity,Bid2_Price,Bid2_Quantity,Ask2_Price,Ask2_Quantity,Bid3_Price,Bid3_Quantity,Ask3_Price,Ask3_Quantity,Bid4_Price,Bid4_Quantity,Ask4_Price,Ask4_Quantity,Bid5_Price,Bid5_Quantity,Ask5_Price,Ask5_Quantity
2023-05-29 01:26:00,0,28188.13,28188.14,28188.13,28188.13,0.02572,28188.13000000,10.31885000,28188.14000000,3.69687000,28187.93000000,0.04411000,28188.15000000,0.01470000,28187.92000000,0.26244000,28188.25000000,0.00640000,28187.91000000,0.07800000,28188.38000000,0.15533000,28187.59000000,0.15865000,28188.61000000,0.00681000
2023-05-29 01:27:00,0,28199.99,28200.0,28199.99,28199.99,0.28711,28199.99000000,8.57554000,28200.00000000,168.70374000,28199.94000000,0.36119000,28200.05000000,0.31301000,28199.84000000,0.08227000,28200.16000000,0.34487000,28199.83000000,0.10000000,28200.21000000,1.86674000,28199.80000000,0.15948000,28200.23000000,0.00070000
2023-05-29 01:28:00,0,28183.9,28186.41,28183.9,28186.41,1.33157,28186.40000000,7.74335000,28186.41000000,0.28198000,28186.26000000,1.45097000,28186.42000000,0.32194000,28186.24000000,0.84056000,28186.51000000,0.33414000,28186.18000000,0.35478000,28186.63000000,0.31528000,28185.93000000,0.00910000,28186.94000000,0.00681000
2023-05-29 01:29:00,0,28184.2,28184.2,28184.19,28184.2,2.51661,28184.19000000,1.00012000,28184.20000000,12.88163000,28184.18000000,0.01560000,28184.82000000,0.21401000,28184.10000000,0.37666000,28184.83000000,0.00070000,28184.06000000,0.02000000,28184.84000000,0.00641000,28184.04000000,0.09348000,28184.99000000,0.12003000
2023-05-29 01:30:00,0,28189.49,28189.5,28189.49,28189.5,0.73121,28189.49000000,12.03253000,28189.50000000,2.86305000,28189.46000000,1.00008000,28189.54000000,0.15980000,28189.45000000,0.35115000,28189.67000000,1.24639000,28189.24000000,0.39342000,28189.68000000,0.34431000,28189.23000000,0.04037000,28189.73000000,0.32612000
2023-05-29 01:31:00,0,28184.21,28184.21,28184.2,28184.2,0.20515,28184.20000000,33.45561000,28184.21000000,5.84926000,28184.19000000,0.00338000,28184.22000000,0.03171000,28183.84000000,0.00668000,28184.28000000,0.89086000,28183.73000000,0.00840000,28184.29000000,0.76799000,28183.50000000,0.00709000,28184.31000000,0.03547000
2023-05-29 01:32:00,0,28175.49,28180.95,28175.49,28176.1,7.52977,28176.10000000,0.00106000,28176.11000000,6.65207000,28175.49000000,0.04329000,28176.12000000,0.16094000,28175.48000000,0.00350000,28176.13000000,0.15000000,28175.37000000,0.03548000,28176.45000000,0.33293000,28175.25000000,0.00106000,28176.46000000,0.81000000
2023-05-29 01:33:00,0,28161.34,28161.34,28161.33,28161.34,2.3644,28161.33000000,2.72482000,28161.34000000,10.37242000,28161.28000000,0.53741000,28161.46000000,0.03550000,28161.23000000,0.32383000,28161.92000000,0.17171000,28161.18000000,0.00140000,28161.93000000,0.20000000,28161.13000000,0.62561000,28162.39000000,0.00036000
2023-05-29 01:34:00,0,28145.96,28145.97,28142.51,28142.52,4.44305,28142.51000000,4.49817000,28142.52000000,8.21591000,28142.49000000,0.51411000,28143.02000000,0.05853000,28142.48000000,0.00070000,28143.03000000,0.16008000,28142.28000000,0.15230000,28143.13000000,0.20356000,28142.15000000,0.02330000,28143.23000000,0.06169000
2023-05-29 01:35:00,0,28141.93,28147.05,28141.92,28147.05,9.41533,28147.04000000,9.53696000,28147.05000000,2.11556000,28147.03000000,0.14788000,28147.09000000,0.00983000,28146.09000000,0.04650000,28147.11000000,0.33970000,28146.08000000,0.87743000,28147.23000000,1.66024000,28145.79000000,0.12435000,28147.27000000,0.09572000
2023-05-29 01:36:00,0,28160.85,28164.94,28160.84,28164.93,8.46746,28164.93000000,8.47487000,28164.94000000,3.11300000,28164.91000000,0.04967000,28164.99000000,0.81282000,28164.89000000,0.04968000,28165.00000000,0.20000000,28164.83000000,0.00669000,28165.03000000,0.00140000,28164.76000000,0.03945000,28165.10000000,0.32240000
2023-05-29 01:37:00,0,28165.07,28165.07,28158.38,28158.38,6.17685,28158.38000000,0.64000000,28158.39000000,8.61600000,28158.18000000,0.25416000,28158.40000000,3.72570000,28158.16000000,0.00688000,28158.42000000,0.15000000,28158.05000000,0.35491000,28158.98000000,1.02069000,28157.96000000,0.00633000,28158.99000000,1.56221000
2023-05-29 01:38:00,0,28148.31,28148.32,28145.24,28147.35,7.07573,28147.34000000,11.55072000,28147.35000000,0.72857000,28147.09000000,0.08911000,28147.43000000,0.00070000,28146.81000000,0.28646000,28147.80000000,0.20000000,28146.80000000,0.43486000,28147.98000000,0.00070000,28146.79000000,0.08911000,28148.07000000,0.00044000
2023-05-29 01:39:00,0,28152.0,28152.0,28151.99,28151.99,0.60364,28151.99000000,6.47218000,28152.00000000,7.63289000,28151.85000000,0.00083000,28152.12000000,0.71247000,28151.84000000,0.17138000,28152.13000000,0.36652000,28151.83000000,0.28492000,28152.15000000,0.35903000,28151.28000000,0.00070000,28152.28000000,0.03551000
2023-05-29 01:40:00,0,28151.85,28152.37,28151.85,28152.37,6.74767,28152.36000000,10.29443000,28152.37000000,0.14870000,28152.15000000,0.16000000,28152.38000000,0.12725000,28152.05000000,0.96000000,28152.41000000,0.13705000,28151.99000000,0.77154000,28152.46000000,0.00645000,28151.91000000,0.09430000,28152.83000000,0.50182000
2023-05-29 01:41:00,0,28169.25,28169.25,28169.24,28169.24,0.84235,28169.24000000,3.92453000,28169.25000000,11.76851000,28169.20000000,0.06823000,28169.43000000,0.00350000,28169.16000000,0.30494000,28169.98000000,0.00070000,28169.13000000,0.37612000,28169.99000000,0.20059000,28169.08000000,0.18383000,28170.00000000,0.03618000
2023-05-29 01:42:00,0,28160.14,28160.14,28160.13,28160.13,2.11157,28160.13000000,8.20062000,28160.14000000,2.45595000,28160.12000000,0.29474000,28160.16000000,0.01406000,28160.09000000,0.00645000,28160.17000000,0.86164000,28160.08000000,0.00070000,28160.18000000,0.35712000,28159.99000000,0.03550000,28160.21000000,0.43377000
2023-05-29 01:43:00,0,28158.37,28158.38,28150.62,28150.63,6.09593,28150.62000000,1.04596000,28150.63000000,8.98599000,28150.58000000,0.12870000,28150.64000000,0.05730000,28150.54000000,0.00044000,28150.66000000,1.30967000,28150.18000000,0.26068000,28150.67000000,1.00675000,28150.17000000,1.31056000,28150.74000000,0.53753000
2023-05-29 01:44:00,0,28147.5,28147.51,28145.36,28145.37,1.61564,28145.36000000,4.90667000,28145.37000000,10.31531000,28145.35000000,0.14712000,28145.50000000,2.03907000,28145.34000000,0.06097000,28145.51000000,2.49755000,28145.32000000,0.09648000,28145.59000000,0.05336000,28145.30000000,0.28631000,28145.60000000,0.00212000
2023-05-29 01:45:00,0,28145.37,28154.47,28145.36,28154.46,8.15444,28154.46000000,9.91291000,28154.47000000,7.31467000,28154.45000000,1.86555000,28154.48000000,0.58673000,28154.44000000,3.36391000,28154.58000000,0.00420000,28154.25000000,0.08877000,28154.72000000,0.26520000,28153.99000000,0.00710000,28154.73000000,0.35311000
2023-05-29 01:46:00,0,28164.4,28164.41,28160.25,28160.25,7.81774,28160.25000000,7.51174000,28160.26000000,7.93981000,28160.18000000,1.17365000,28160.31000000,0.82395000,28160.08000000,0.32217000,28160.34000000,0.16994000,28160.05000000,0.03550000,28160.38000000,0.14286000,28160.03000000,0.08167000,28160.41000000,0.26568000
2023-05-29 01:47:00,0,28160.37,28160.37,28157.95,28160.11,6.59697,28160.10000000,18.49532000,28160.11000000,0.71783000,28160.00000000,0.08167000,28160.35000000,0.08044000,28159.89000000,0.02162000,28160.36000000,0.00144000,28159.82000000,0.08875000,28160.37000000,0.00992000,28159.73000000,0.00658000,28160.42000000,0.00044000
2023-05-29 01:48:00,0,28162.14,28162.15,28149.06,28149.07,11.5388,28149.06000000,8.46195000,28149.07000000,6.14920000,28149.02000000,0.00376000,28149.09000000,0.40000000,28149.01000000,0.03551000,28149.11000000,0.00082000,28148.71000000,0.00634000,28149.18000000,0.31158000,28148.53000000,0.00490000,28149.33000000,0.35600000
2023-05-29 01:49:00,0,28154.96,28154.96,28154.95,28154.95,1.46393,28154.95000000,7.45115000,28154.96000000,12.66165000,28154.94000000,0.40142000,28155.05000000,0.74094000,28154.93000000,0.15000000,28155.06000000,0.03779000,28154.92000000,0.37328000,28155.08000000,0.03972000,28154.90000000,0.29593000,28155.13000000,0.00070000
2023-05-29 01:50:00,0,28158.19,28163.0,28158.19,28162.99,8.59838,28162.99000000,5.36570000,28163.00000000,0.08871000,28162.61000000,0.10000000,28163.06000000,0.00548000,28162.41000000,0.00037000,28163.22000000,0.08166000,28162.32000000,0.43291000,28163.38000000,0.00070000,28162.31000000,0.32829000,28163.93000000,0.00070000
2023-05-29 01:51:00,0,28161.29,28162.7,28161.29,28162.69,4.40236,28162.69000000,11.55004000,28162.70000000,0.47370000,28162.68000000,2.07891000,28162.91000000,0.03549000,28162.48000000,0.12003000,28163.33000000,0.00694000,28162.41000000,0.00036000,28163.38000000,0.00070000,28162.40000000,0.56910000,28163.52000000,0.66925000
2023-05-29 01:52:00,0,28160.74,28164.5,28160.73,28164.5,6.07373,28164.49000000,9.47345000,28164.50000000,0.36742000,28164.47000000,0.15000000,28164.68000000,0.10000000,28164.06000000,0.81000000,28165.00000000,0.13580000,28163.93000000,0.00737000,28165.03000000,0.00731000,28163.82000000,0.21306000,28165.10000000,0.35360000
2023-05-29 01:53:00,0,28189.51,28189.52,28186.63,28186.63,14.17708,28186.63000000,3.16454000,28186.64000000,7.74094000,28186.62000000,0.03617000,28186.65000000,0.00040000,28186.58000000,1.37393000,28186.72000000,0.09620000,28186.57000000,0.00361000,28186.84000000,0.32713000,28186.55000000,0.11557000,28186.85000000,0.08911000
2023-05-29 01:54:00,0,28175.39,28175.39,28168.46,28168.47,13.77956,28168.46000000,6.36215000,28168.47000000,8.75567000,28168.40000000,0.25805000,28168.48000000,0.00054000,28168.33000000,0.00070000,28168.53000000,1.34457000,28168.31000000,0.03549000,28168.54000000,2.13288000,28168.24000000,0.17846000,28168.96000000,0.09664000
2023-05-29 01:55:00,0,28163.23,28172.79,28163.22,28172.79,10.2848,28172.78000000,7.87510000,28172.79000000,4.58029000,28172.77000000,0.01730000,28172.86000000,0.00558000,28172.46000000,0.61431000,28172.88000000,0.50672000,28172.45000000,0.24794000,28172.89000000,0.33544000,28172.43000000,0.47906000,28172.93000000,0.32968000
2023-05-29 01:56:00,0,28175.28,28175.28,28173.58,28173.58,2.46086,28173.58000000,3.76853000,28173.59000000,12.70112000,28173.55000000,0.30010000,28174.04000000,0.04643000,28173.53000000,0.00709000,28174.05000000,0.05600000,28173.44000000,0.53076000,28174.38000000,0.00070000,28173.40000000,0.35757000,28174.73000000,0.01055000
2023-05-29 01:57:00,0,28166.19,28166.2,28166.18,28166.18,1.49704,28166.18000000,0.87500000,28166.19000000,14.64877000,28166.17000000,0.19618000,28166.20000000,2.72057000,28166.13000000,0.00140000,28166.23000000,0.00121000,28166.12000000,0.00369000,28166.28000000,0.00692000,28166.00000000,0.15603000,28166.30000000,0.03549000
2023-05-29 01:58:00,0,28160.48,28177.43,28160.48,28177.43,25.63485,28177.42000000,1.19209000,28177.43000000,3.24987000,28177.41000000,0.03359000,28177.44000000,1.51990000,28177.37000000,0.03548000,28177.50000000,0.30648000,28177.32000000,0.03760000,28177.67000000,0.03548000,28177.31000000,0.05600000,28177.68000000,0.01470000
2023-05-29 01:59:00,0,28166.19,28166.2,28165.22,28165.22,1.48836,28165.22000000,3.93131000,28165.23000000,8.84682000,28165.07000000,0.00060000,28165.24000000,3.18658000,28165.06000000,0.40187000,28165.35000000,0.60699000,28165.05000000,0.18702000,28165.36000000,0.72176000,28165.04000000,0.04441000,28165.58000000,0.28976000
2023-05-29 02:00:00,0,28166.57,28175.8,28166.56,28175.79,8.53688,28175.79000000,5.48248000,28175.80000000,6.22391000,28175.78000000,0.41787000,28176.01000000,1.09458000,28175.77000000,0.36726000,28176.02000000,1.81655000,28175.48000000,0.00694000,28176.03000000,0.00070000,28174.93000000,0.00070000,28176.31000000,0.00662000
2023-05-29 02:01:00,0,28178.99,28179.0,28174.82,28174.83,3.4722,28174.82000000,7.80455000,28174.83000000,11.08725000,28174.68000000,0.00644000,28174.94000000,0.04192000,28174.67000000,0.00651000,28174.95000000,0.04367000,28174.38000000,0.00070000,28174.96000000,0.03548000,28173.83000000,0.00070000,28175.48000000,0.00070000
2023-05-29 02:02:00,0,28176.22,28176.22,28176.21,28176.22,4.80473,28176.21000000,9.45204000,28176.22000000,2.74628000,28176.17000000,1.11508000,28176.25000000,0.18501000,28176.16000000,1.00008000,28176.30000000,0.31845000,28176.03000000,0.07097000,28176.32000000,0.10000000,28176.02000000,0.03619000,28176.39000000,1.55896000
2023-05-29 02:03:00,0,28166.68,28166.68,28160.51,28160.51,8.97252,28160.51000000,6.45663000,28160.52000000,2.87915000,28160.50000000,2.37701000,28160.53000000,1.53916000,28160.49000000,0.05532000,28160.54000000,1.42064000,28160.48000000,4.11317000,28160.59000000,0.37239000,28160.43000000,0.14196000,28160.64000000,0.00687000
2023-05-29 02:04:00,0,28160.52,28167.14,28160.51,28167.13,5.41304,28167.13000000,5.49370000,28167.14000000,4.85710000,28166.91000000,0.21418000,28167.15000000,0.00050000,28166.90000000,0.35020000,28167.16000000,1.65078000,28166.76000000,0.00664000,28167.17000000,0.35066000,28166.19000000,0.03549000,28167.23000000,0.00070000
2023-05-29 02:05:00,0,28165.07,28165.07,28160.89,28160.89,18.28232,28160.89000000,2.48219000,28160.90000000,8.16635000,28160.88000000,0.34809000,28160.91000000,0.38009000,28160.80000000,0.03186000,28161.01000000,1.12342000,28160.77000000,0.00655000,28161.03000000,0.05500000,28160.76000000,0.36046000,28161.16000000,0.07101000
2023-05-29 02:06:00,0,28170.22,28170.29,28166.39,28166.39,10.83957,28166.39000000,3.76387000,28166.40000000,13.80271000,28166.38000000,0.00638000,28166.41000000,0.99358000,28166.32000000,0.00699000,28166.42000000,0.02529000,28166.29000000,0.07608000,28166.44000000,0.02529000,28166.28000000,0.96723000,28166.80000000,0.27837000
2023-05-29 02:07:00,0,28166.39,28166.4,28165.18,28165.18,1.00825,28165.18000000,0.02401000,28165.19000000,14.25789000,28165.17000000,0.00094000,28165.36000000,0.59042000,28165.02000000,0.02786000,28165.76000000,0.35379000,28165.00000000,0.01776000,28165.77000000,0.24905000,28164.99000000,0.02000000,28166.00000000,0.08873000
2023-05-29 02:08:00,0,28156.61,28156.62,28148.33,28148.34,7.15986,28148.33000000,5.02105000,28148.34000000,8.16245000,28148.31000000,0.27998000,28148.36000000,1.49255000,28148.17000000,0.82339000,28148.42000000,0.30879000,28148.14000000,0.36466000,28148.50000000,0.57806000,28148.11000000,0.00489000,28149.49000000,0.23234000
2023-05-29 02:09:00,0,28151.65,28155.25,28151.65,28152.1,6.94844,28152.10000000,0.21254000,28152.11000000,9.29269000,28151.97000000,0.05624000,28152.13000000,0.81000000,28151.82000000,0.35781000,28152.20000000,0.71450000,28151.65000000,0.00388000,28152.21000000,1.64092000,28151.58000000,0.00660000,28152.41000000,0.03889000
2023-05-29 02:10:00,0,28148.73,28155.24,28147.32,28155.24,7.83251,28155.23000000,12.96037000,28155.24000000,1.80212000,28155.06000000,0.30285000,28155.27000000,0.22051000,28154.99000000,0.00997000,28155.30000000,0.04570000,28154.98000000,0.41907000,28155.34000000,0.03550000,28154.89000000,0.03550000,28155.40000000,0.30644000
2023-05-29 02:11:00,0,28159.99,28160.0,28159.2,28159.2,6.80725,28159.20000000,2.32749000,28159.21000000,11.17686000,28159.13000000,1.70513000,28159.23000000,0.04364000,28159.12000000,0.31961000,28159.58000000,0.05248000,28159.10000000,0.35431000,28159.59000000,0.05600000,28159.09000000,0.51903000,28159.84000000,0.20000000
2023-05-29 02:12:00,0,28159.19,28169.71,28159.18,28165.04,17.20535,28165.04000000,3.12555000,28165.05000000,9.15822000,28165.03000000,0.00070000,28165.17000000,3.05280000,28164.96000000,1.37165000,28165.18000000,0.04340000,28164.82000000,0.27807000,28165.30000000,0.89801000,28164.77000000,0.00361000,28165.31000000,1.10188000
2023-05-29 02:13:00,0,28168.31,28168.32,28168.31,28168.31,2.97698,28168.31000000,3.85841000,28168.32000000,10.31820000,28168.26000000,0.05460000,28168.33000000,0.04769000,28168.25000000,0.98426000,28168.34000000,0.03263000,28168.16000000,0.67380000,28168.70000000,0.04094000,28168.13000000,0.09307000,28168.71000000,0.00638000
2023-05-29 02:14:00,0,28162.49,28162.5,28159.18,28159.18,5.13591,28159.18000000,3.37598000,28159.19000000,10.27874000,28159.16000000,0.31942000,28159.21000000,0.15000000,28159.13000000,0.33018000,28159.99000000,0.48602000,28159.09000000,0.27463000,28160.00000000,0.06105000,28159.04000000,1.73606000,28160.01000000,0.81000000
2023-05-29 02:15:00,0,28158.57,28169.91,28158.57,28169.91,16.7803,28169.90000000,6.02694000,28169.91000000,8.03927000,28169.89000000,0.53299000,28169.96000000,0.00770000,28169.83000000,0.38035000,28169.98000000,0.00070000,28169.82000000,0.09192000,28170.00000000,0.12310000,28169.72000000,0.21869000,28170.06000000,0.06128000
2023-05-29 02:16:00,0,28169.12,28169.12,28162.21,28162.21,10.70416,28162.21000000,4.28321000,28162.22000000,12.88437000,28162.00000000,1.48257000,28162.23000000,0.00075000,28161.99000000,0.90350000,28162.38000000,0.22447000,28161.97000000,0.32366000,28162.39000000,0.00036000,28161.93000000,1.25083000,28162.80000000,0.24054000
2023-05-29 02:17:00,0,28162.21,28162.22,28161.66,28161.66,2.44618,28161.66000000,0.83350000,28161.67000000,10.46786000,28161.65000000,0.00756000,28161.68000000,1.81007000,28161.45000000,0.03549000,28161.74000000,0.93983000,28161.29000000,0.00338000,28161.97000000,0.02800000,28161.18000000,0.00070000,28161.98000000,0.00636000
2023-05-29 02:18:00,0,28148.83,28151.18,28148.81,28151.18,4.82666,28151.17000000,8.24484000,28151.18000000,8.44054000,28151.06000000,0.98858000,28151.19000000,0.61489000,28151.05000000,1.44753000,28151.25000000,0.08870000,28151.00000000,0.01724000,28151.27000000,0.30431000,28150.88000000,0.24405000,28151.28000000,0.38834000
2023-05-29 02:19:00,0,28152.99,28152.99,28146.54,28146.55,10.83654,28146.54000000,9.03824000,28146.55000000,7.03293000,28146.51000000,1.96903000,28146.56000000,0.00148000,28146.50000000,0.46370000,28146.79000000,0.32947000,28146.36000000,0.20828000,28146.81000000,0.05600000,28146.34000000,0.83414000,28146.86000000,0.49303000
2023-05-29 02:20:00,0,28143.01,28152.0,28140.13,28152.0,8.77066,28151.99000000,6.60725000,28152.00000000,0.03556000,28151.97000000,0.93942000,28152.38000000,0.00070000,28151.96000000,0.32515000,28152.93000000,0.00310000,28151.95000000,0.29960000,28152.98000000,0.00210000,28151.94000000,0.04430000,28152.99000000,0.00036000
2023-05-29 02:21:00,0,28155.24,28155.25,28150.86,28150.87,14.13511,28150.86000000,0.04677000,28150.87000000,13.22392000,28150.85000000,1.47353000,28150.89000000,0.15000000,28150.84000000,0.30567000,28150.99000000,0.14209000,28150.80000000,0.34933000,28151.23000000,0.00651000,28150.73000000,0.00070000,28151.31000000,0.14209000
2023-05-29 02:22:00,0,28147.76,28147.76,28147.75,28147.76,2.48394,28147.75000000,6.88932000,28147.76000000,3.88085000,28147.71000000,0.00074000,28147.77000000,0.26613000,28147.70000000,0.02025000,28147.78000000,0.17350000,28147.68000000,1.08015000,28147.80000000,0.00234000,28147.43000000,0.03621000,28147.97000000,0.31053000
2023-05-29 02:23:00,0,28143.53,28149.99,28143.52,28149.98,18.22738,28149.98000000,4.87411000,28149.99000000,5.51516000,28149.97000000,1.71062000,28150.00000000,0.55703000,28149.96000000,0.27555000,28150.09000000,0.17153000,28149.80000000,1.77098000,28150.18000000,0.46146000,28149.79000000,0.37154000,28150.22000000,0.02500000
2023-05-29 02:24:00,0,28149.12,28149.13,28141.74,28141.74,10.61323,28145.98000000,1.68093000,28145.99000000,7.13877000,28145.78000000,0.03749000,28146.01000000,0.03384000,28145.23000000,0.00070000,28146.03000000,0.03385000,28145.05000000,0.10000000,28146.10000000,0.08911000,28144.72000000,0.00177000,28146.13000000,1.20330000
2023-05-29 02:25:00,0,28136.44,28143.58,28136.43,28143.58,16.06009,28143.57000000,11.00875000,28143.58000000,25.21528000,28143.50000000,0.04292000,28143.59000000,0.00037000,28143.41000000,0.43376000,28143.66000000,0.16178000,28143.36000000,0.00534000,28143.67000000,0.64000000,28143.13000000,0.04471000,28143.68000000,0.00128000
2023-05-29 02:26:00,0,28143.72,28143.72,28140.91,28140.92,4.5324,28140.91000000,1.64320000,28140.92000000,11.24267000,28140.90000000,0.00128000,28140.95000000,0.15494000,28140.85000000,0.31607000,28141.08000000,0.00872000,28140.83000000,0.00070000,28141.13000000,0.00311000,28140.71000000,0.17167000,28141.32000000,0.02373000
2023-05-29 02:27:00,0,28135.29,28138.55,28132.99,28138.55,13.48154,28138.07000000,5.43938000,28138.08000000,1.57290000,28137.99000000,0.48000000,28138.12000000,0.87338000,28137.96000000,0.72000000,28138.19000000,0.00044000,28137.81000000,0.23218000,28138.38000000,0.08882000,28137.80000000,0.19737000,28138.54000000,0.00642000
2023-05-29 02:28:00,0,28138.99,28139.0,28127.48,28134.19,16.8453,28134.18000000,9.64987000,28134.19000000,2.91223000,28134.15000000,0.33622000,28134.23000000,0.00070000,28134.09000000,0.00678000,28134.28000000,0.80431000,28133.71000000,0.05600000,28134.29000000,1.00050000,28133.13000000,0.00070000,28134.39000000,0.32895000
2023-05-29 02:29:00,0,28121.41,28126.35,28121.4,28123.27,19.61031,28123.27000000,5.16142000,28123.28000000,9.48980000,28123.26000000,0.01579000,28123.40000000,0.05532000,28123.18000000,1.10250000,28123.41000000,0.00646000,28123.17000000,0.45635000,28123.52000000,0.20281000,28123.15000000,1.17106000,28123.70000000,0.41292000
2023-05-29 02:30:00,0,28124.59,28141.09,28122.86,28141.09,24.37227,28141.08000000,4.34741000,28141.09000000,10.99314000,28141.04000000,1.39233000,28141.28000000,0.24177000,28141.03000000,0.93544000,28141.35000000,0.31245000,28141.02000000,0.24072000,28141.38000000,0.00070000,28141.01000000,0.44478000,28141.44000000,0.35527000
2023-05-29 02:31:00,0,28146.51,28153.54,28146.51,28153.54,16.17144,28153.53000000,15.07074000,28153.54000000,0.92065000,28153.52000000,0.07887000,28153.67000000,0.18535000,28152.96000000,0.20000000,28153.69000000,0.00647000,28152.93000000,0.12600000,28153.89000000,0.00946000,28152.92000000,0.33155000,28153.92000000,0.18811000
2023-05-29 02:32:00,0,28154.93,28156.06,28147.3,28156.06,25.12007,28147.30000000,3.69970000,28151.00000000,0.16599000,28147.20000000,0.00039000,28151.23000000,0.00689000,28147.19000000,0.00039000,28151.28000000,0.00070000,28147.18000000,0.00128000,28151.32000000,0.61792000,28146.88000000,0.00070000,28151.33000000,0.19000000
2023-05-29 02:33:00,0,28158.69,28160.0,28158.68,28159.02,11.54756,28159.02000000,6.22793000,28159.03000000,4.73758000,28159.01000000,0.00092000,28159.04000000,1.02472000,28158.99000000,0.31980000,28159.11000000,0.05630000,28158.98000000,0.00070000,28159.12000000,0.08876000,28158.85000000,1.75803000,28159.19000000,0.17641000
2023-05-29 02:34:00,0,28162.2,28162.21,28162.2,28162.2,6.11826,28162.20000000,7.45703000,28162.21000000,6.31454000,28162.19000000,0.00360000,28162.28000000,0.00070000,28162.17000000,1.24688000,28162.29000000,0.61133000,28162.16000000,0.37651000,28162.30000000,0.31456000,28162.13000000,0.11453000,28162.35000000,0.00662000
2023-05-29 02:35:00,0,28155.14,28156.81,28155.14,28156.8,3.95276,28156.80000000,2.23425000,28156.81000000,6.30673000,28156.74000000,1.35470000,28156.82000000,1.00736000,28156.73000000,0.19283000,28156.83000000,0.22448000,28156.68000000,0.94429000,28156.84000000,0.17379000,28156.23000000,1.12070000,28156.97000000,0.68385000
2023-05-29 02:36:00,0,28156.68,28156.69,28152.38,28152.39,8.34971,28152.38000000,7.97414000,28152.39000000,6.71862000,28152.32000000,0.00128000,28152.40000000,0.00075000,28152.24000000,0.31030000,28152.43000000,0.00205000,28152.22000000,0.95426000,28152.71000000,0.22670000,28152.21000000,0.18564000,28152.73000000,0.42026000
2023-05-29 02:37:00,0,28148.31,28148.32,28137.61,28137.61,12.01634,28137.61000000,1.82390000,28137.62000000,7.72608000,28137.60000000,0.00118000,28137.64000000,0.50012000,28137.53000000,0.00070000,28137.81000000,0.10787000,28137.27000000,0.00128000,28138.28000000,0.21689000,28137.05000000,0.26774000,28138.29000000,0.00964000
2023-05-29 02:38:00,0,28136.21,28136.22,28136.21,28136.21,5.90702,28136.21000000,1.77058000,28136.22000000,19.65867000,28136.14000000,0.09907000,28136.24000000,0.15000000,28136.11000000,0.12585000,28136.37000000,0.00710000,28136.10000000,0.00861000,28136.62000000,0.06925000,28136.06000000,0.18448000,28136.74000000,0.08882000
2023-05-29 02:39:00,0,28134.53,28134.53,28133.0,28133.0,13.51864,28132.80000000,6.52913000,28132.81000000,5.78343000,28132.79000000,0.00925000,28132.98000000,1.87890000,28132.78000000,0.69973000,28133.00000000,0.51255000,28132.73000000,0.01451000,28133.01000000,2.19161000,28132.70000000,0.35093000,28133.04000000,0.00631000
2023-05-29 02:40:00,0,28132.81,28148.31,28132.8,28148.3,17.59659,28148.30000000,11.03915000,28148.31000000,4.20318000,28148.26000000,0.00533000,28148.32000000,0.00644000,28147.87000000,0.19934000,28148.35000000,0.00826000,28147.86000000,0.51781000,28148.37000000,0.13784000,28147.85000000,0.24417000,28148.40000000,0.31609000
2023-05-29 02:41:00,0,28147.98,28147.99,28147.98,28147.98,8.51818,28147.98000000,5.14569000,28147.99000000,7.62195000,28147.94000000,0.85138000,28148.00000000,1.00209000,28147.93000000,0.27285000,28148.01000000,0.01120000,28147.92000000,0.02549000,28148.09000000,0.03160000,28147.88000000,0.53082000,28148.10000000,0.08879000
2023-05-29 02:42:00,0,28147.98,28157.82,28147.98,28157.81,16.63804,28157.81000000,8.73726000,28157.82000000,4.25933000,28157.22000000,0.04790000,28157.84000000,0.11709000,28157.21000000,0.00067000,28157.88000000,0.00070000,28156.86000000,0.00067000,28157.89000000,0.29514000,28156.81000000,0.09000000,28157.91000000,0.00067000
2023-05-29 02:43:00,0,28146.91,28146.91,28118.43,28119.82,43.30957,28119.81000000,4.55230000,28119.82000000,7.32636000,28119.80000000,0.89003000,28119.93000000,0.01303000,28119.76000000,0.00067000,28120.16000000,0.03555000,28119.75000000,0.37490000,28120.27000000,0.34343000,28119.73000000,0.26402000,28120.37000000,0.19981000
2023-05-29 02:44:00,0,28120.98,28120.99,28110.1,28119.55,19.04295,28119.55000000,3.35913000,28119.56000000,6.49042000,28119.52000000,0.29958000,28119.65000000,1.00653000,28119.45000000,1.09326000,28119.66000000,0.97100000,28119.44000000,0.31097000,28119.69000000,0.61928000,28119.43000000,1.32245000,28119.76000000,0.00067000
2023-05-29 02:45:00,0,28119.56,28127.58,28119.55,28124.51,17.98813,28124.51000000,11.08450000,28124.52000000,5.10806000,28124.50000000,0.03747000,28124.54000000,0.16446000,28124.47000000,0.20104000,28124.56000000,0.36156000,28124.34000000,0.19606000,28124.57000000,0.07342000,28124.33000000,0.00070000,28124.73000000,0.28572000
2023-05-29 02:46:00,0,28127.1,28132.55,28127.09,28131.24,7.3733,28131.24000000,0.29859000,28131.25000000,7.55821000,28131.20000000,0.00085000,28131.26000000,0.76402000,28131.14000000,0.02000000,28131.42000000,0.28438000,28130.96000000,0.00067000,28131.54000000,0.35538000,28130.93000000,0.00070000,28131.66000000,0.00067000
