Date,Open,High,Low,Close,Volume
2023-05-01 02:15:00,28635.48000000,28667.24000000,28610.00000000,28663.71000000,300.22825000
2023-05-01 02:20:00,28663.70000000,28663.71000000,28601.50000000,28605.31000000,272.47037000
2023-05-01 02:25:00,28605.31000000,28625.10000000,28551.56000000,28582.18000000,427.91176000
2023-05-01 02:30:00,28582.18000000,28641.48000000,28570.97000000,28629.83000000,151.30914000
2023-05-01 02:35:00,28629.83000000,28630.00000000,28580.00000000,28622.53000000,239.52916000
2023-05-01 02:40:00,28622.53000000,28624.69000000,28580.00000000,28582.97000000,158.24302000
2023-05-01 02:45:00,28582.98000000,28615.57000000,28582.97000000,28606.56000000,120.27762000
2023-05-01 02:50:00,28606.56000000,28606.56000000,28559.42000000,28566.72000000,244.75837000
2023-05-01 02:55:00,28566.72000000,28587.99000000,28531.98000000,28549.41000000,193.46460000
2023-05-01 03:00:00,28549.42000000,28557.04000000,28533.11000000,28554.35000000,142.14067000
2023-05-01 03:05:00,28554.34000000,28554.35000000,28501.42000000,28533.04000000,243.07083000
2023-05-01 03:10:00,28533.04000000,28541.25000000,28468.10000000,28481.52000000,299.43882000
2023-05-01 03:15:00,28481.51000000,28547.77000000,28436.27000000,28547.76000000,390.35304000
2023-05-01 03:20:00,28547.77000000,28551.03000000,28526.00000000,28533.19000000,134.25671000
2023-05-01 03:25:00,28533.18000000,28592.95000000,28529.50000000,28586.97000000,156.71650000
2023-05-01 03:30:00,28586.97000000,28586.97000000,28560.22000000,28566.47000000,124.90498000
2023-05-01 03:35:00,28566.47000000,28584.44000000,28548.54000000,28584.43000000,90.40560000
2023-05-01 03:40:00,28584.43000000,28591.00000000,28576.85000000,28590.28000000,79.88349000
2023-05-01 03:45:00,28590.28000000,28590.29000000,28566.37000000,28576.61000000,155.74987000
2023-05-01 03:50:00,28576.62000000,28576.62000000,28545.18000000,28570.87000000,144.98259000
2023-05-01 03:55:00,28570.86000000,28570.87000000,28555.00000000,28561.06000000,96.86220000
2023-05-01 04:00:00,28561.07000000,28582.52000000,28535.73000000,28572.53000000,240.92715000
2023-05-01 04:05:00,28572.53000000,28589.84000000,28565.84000000,28565.85000000,163.31674000
2023-05-01 04:10:00,28565.84000000,28569.57000000,28560.04000000,28564.00000000,79.28343000
2023-05-01 04:15:00,28564.01000000,28569.57000000,28547.18000000,28547.19000000,78.15621000
2023-05-01 04:20:00,28547.19000000,28547.19000000,28507.14000000,28512.20000000,134.56466000
2023-05-01 04:25:00,28512.19000000,28542.78000000,28502.27000000,28542.77000000,87.64581000
2023-05-01 04:30:00,28542.78000000,28548.27000000,28530.98000000,28548.26000000,47.32025000
2023-05-01 04:35:00,28548.26000000,28548.27000000,28486.29000000,28543.56000000,187.35045000
2023-05-01 04:40:00,28543.57000000,28546.28000000,28495.44000000,28502.38000000,199.68176000
2023-05-01 04:45:00,28502.38000000,28525.58000000,28495.81000000,28525.58000000,66.10634000
2023-05-01 04:50:00,28525.57000000,28525.58000000,28520.39000000,28523.92000000,37.70901000
2023-05-01 04:55:00,28523.91000000,28555.01000000,28521.43000000,28555.00000000,56.36104000
2023-05-01 05:00:00,28555.01000000,28577.00000000,28532.20000000,28577.00000000,174.48445000
2023-05-01 05:05:00,28577.00000000,28627.59000000,28576.99000000,28608.54000000,169.01575000
2023-05-01 05:10:00,28608.55000000,28631.47000000,28588.00000000,28631.46000000,124.10759000
2023-05-01 05:15:00,28631.47000000,28635.53000000,28610.95000000,28626.07000000,161.63732000
2023-05-01 05:20:00,28626.07000000,28626.08000000,28601.26000000,28601.27000000,78.34800000
2023-05-01 05:25:00,28601.26000000,28601.27000000,28550.71000000,28550.71000000,190.92699000
2023-05-01 05:30:00,28550.72000000,28550.72000000,28500.00000000,28517.57000000,307.10425000
2023-05-01 05:35:00,28517.57000000,28517.58000000,28439.60000000,28476.34000000,366.48738000
2023-05-01 05:40:00,28476.35000000,28485.29000000,28250.15000000,28421.52000000,918.94281000
2023-05-01 05:45:00,28421.51000000,28471.43000000,28382.35000000,28426.18000000,354.08776000
2023-05-01 05:50:00,28426.18000000,28467.50000000,28398.42000000,28454.53000000,273.08430000
2023-05-01 05:55:00,28454.54000000,28486.41000000,28454.53000000,28483.68000000,165.22390000
2023-05-01 06:00:00,28483.68000000,28483.69000000,28447.21000000,28468.41000000,198.73639000
2023-05-01 06:05:00,28468.41000000,28532.11000000,28460.95000000,28519.44000000,202.95757000
2023-05-01 06:10:00,28519.44000000,28525.66000000,28485.36000000,28503.42000000,117.24522000
2023-05-01 06:15:00,28503.43000000,28514.43000000,28500.00000000,28500.00000000,147.07405000
2023-05-01 06:20:00,28500.01000000,28500.01000000,28481.98000000,28481.98000000,111.20691000
2023-05-01 06:25:00,28481.99000000,28557.37000000,28481.62000000,28557.36000000,156.75326000
2023-05-01 06:30:00,28557.37000000,28560.94000000,28540.54000000,28546.62000000,125.14373000
2023-05-01 06:35:00,28546.63000000,28549.78000000,28541.02000000,28546.49000000,83.98608000
2023-05-01 06:40:00,28546.50000000,28569.04000000,28546.49000000,28554.82000000,150.54703000
2023-05-01 06:45:00,28554.81000000,28583.33000000,28552.71000000,28574.43000000,117.56676000
2023-05-01 06:50:00,28574.44000000,28583.32000000,28564.33000000,28575.16000000,104.56365000
2023-05-01 06:55:00,28575.17000000,28598.05000000,28559.88000000,28594.34000000,140.47875000
2023-05-01 07:00:00,28594.34000000,28629.42000000,28577.52000000,28625.93000000,203.16163000
2023-05-01 07:05:00,28625.93000000,28713.94000000,28625.92000000,28654.71000000,474.39704000
2023-05-01 07:10:00,28654.71000000,28654.73000000,28600.83000000,28615.84000000,167.61843000
2023-05-01 07:15:00,28615.83000000,28645.20000000,28592.92000000,28634.51000000,121.87903000
2023-05-01 07:20:00,28634.51000000,28660.09000000,28621.82000000,28649.65000000,237.90955000
2023-05-01 07:25:00,28649.66000000,28684.61000000,28648.43000000,28660.79000000,191.88693000
2023-05-01 07:30:00,28660.80000000,28664.04000000,28620.54000000,28629.11000000,184.74295000
2023-05-01 07:35:00,28629.11000000,28640.01000000,28606.89000000,28630.98000000,125.49909000
2023-05-01 07:40:00,28630.97000000,28654.02000000,28626.36000000,28636.80000000,112.26092000
2023-05-01 07:45:00,28636.81000000,28661.52000000,28636.80000000,28661.52000000,88.88413000
2023-05-01 07:50:00,28661.51000000,28661.52000000,28599.02000000,28611.72000000,265.37620000
2023-05-01 07:55:00,28611.72000000,28631.98000000,28611.71000000,28629.09000000,101.49407000
2023-05-01 08:00:00,28629.08000000,28629.09000000,28610.38000000,28619.74000000,95.81854000
2023-05-01 08:05:00,28619.73000000,28631.96000000,28569.91000000,28574.80000000,215.00979000
2023-05-01 08:10:00,28574.80000000,28596.32000000,28570.41000000,28593.74000000,143.24976000
2023-05-01 08:15:00,28593.73000000,28593.74000000,28550.10000000,28565.28000000,192.24524000
2023-05-01 08:20:00,28565.28000000,28582.68000000,28565.28000000,28582.67000000,81.75202000
2023-05-01 08:25:00,28582.67000000,28600.28000000,28582.67000000,28597.23000000,68.06870000
2023-05-01 08:30:00,28597.22000000,28597.23000000,28573.99000000,28585.82000000,87.98186000
2023-05-01 08:35:00,28585.82000000,28610.00000000,28585.81000000,28610.00000000,94.95349000
2023-05-01 08:40:00,28609.99000000,28610.00000000,28599.53000000,28603.52000000,76.43812000
2023-05-01 08:45:00,28603.53000000,28610.39000000,28594.94000000,28595.35000000,102.93253000
2023-05-01 08:50:00,28595.34000000,28595.35000000,28552.67000000,28561.68000000,161.00675000
2023-05-01 08:55:00,28561.68000000,28587.55000000,28559.64000000,28574.45000000,123.90073000
2023-05-01 09:00:00,28574.45000000,28581.59000000,28564.54000000,28564.55000000,61.87085000
2023-05-01 09:05:00,28564.54000000,28565.52000000,28553.52000000,28553.53000000,90.15896000
2023-05-01 09:10:00,28553.53000000,28581.36000000,28553.52000000,28581.35000000,77.22692000
2023-05-01 09:15:00,28581.36000000,28606.00000000,28581.35000000,28605.99000000,95.17287000
2023-05-01 09:20:00,28606.00000000,28670.10000000,28605.99000000,28642.44000000,183.20916000
2023-05-01 09:25:00,28642.43000000,28647.21000000,28593.81000000,28603.93000000,90.20555000
2023-05-01 09:30:00,28603.93000000,28619.93000000,28591.57000000,28592.07000000,52.02341000
2023-05-01 09:35:00,28592.07000000,28607.42000000,28583.84000000,28607.42000000,65.51864000
2023-05-01 09:40:00,28607.41000000,28613.18000000,28537.56000000,28554.84000000,128.18575000
2023-05-01 09:45:00,28554.84000000,28554.85000000,28500.00000000,28538.22000000,252.71725000
2023-05-01 09:50:00,28538.22000000,28550.09000000,28531.86000000,28547.37000000,66.31693000
2023-05-01 09:55:00,28547.36000000,28551.11000000,28517.42000000,28524.98000000,156.39519000
2023-05-01 10:00:00,28524.99000000,28528.73000000,28520.01000000,28520.01000000,76.04313000
2023-05-01 10:05:00,28520.02000000,28548.27000000,28520.01000000,28548.27000000,62.69315000
2023-05-01 10:10:00,28548.27000000,28553.03000000,28542.97000000,28550.27000000,71.66998000
2023-05-01 10:15:00,28550.28000000,28560.41000000,28546.70000000,28546.70000000,47.02750000
2023-05-01 10:20:00,28546.71000000,28546.71000000,28514.90000000,28524.40000000,86.55570000
2023-05-01 10:25:00,28524.40000000,28553.20000000,28515.89000000,28541.97000000,80.97998000
2023-05-01 10:30:00,28541.98000000,28542.62000000,28527.84000000,28533.51000000,43.99643000
2023-05-01 10:35:00,28533.51000000,28533.52000000,28500.60000000,28500.60000000,83.83632000
2023-05-01 10:40:00,28500.61000000,28529.82000000,28487.42000000,28527.22000000,115.44759000
2023-05-01 10:45:00,28527.23000000,28534.56000000,28522.72000000,28522.72000000,52.35241000
2023-05-01 10:50:00,28522.72000000,28561.39000000,28510.65000000,28552.82000000,149.83905000
2023-05-01 10:55:00,28552.83000000,28561.34000000,28549.82000000,28552.43000000,88.15779000
2023-05-01 11:00:00,28552.42000000,28557.69000000,28536.52000000,28555.32000000,109.12209000
2023-05-01 11:05:00,28555.32000000,28591.63000000,28555.32000000,28564.24000000,136.07391000
2023-05-01 11:10:00,28564.24000000,28564.25000000,28530.82000000,28534.75000000,137.87312000
2023-05-01 11:15:00,28534.74000000,28541.42000000,28520.00000000,28520.00000000,78.51152000
2023-05-01 11:20:00,28520.01000000,28524.42000000,28504.63000000,28523.49000000,95.74519000
2023-05-01 11:25:00,28523.50000000,28549.68000000,28515.07000000,28549.63000000,109.28779000
2023-05-01 11:30:00,28549.64000000,28549.64000000,28533.22000000,28533.23000000,40.09411000
2023-05-01 11:35:00,28533.22000000,28544.14000000,28518.29000000,28544.13000000,73.98014000
2023-05-01 11:40:00,28544.13000000,28558.49000000,28544.13000000,28558.48000000,53.29247000
2023-05-01 11:45:00,28558.48000000,28558.49000000,28532.98000000,28538.75000000,61.41520000
2023-05-01 11:50:00,28538.74000000,28571.74000000,28538.74000000,28559.16000000,100.57781000
2023-05-01 11:55:00,28559.16000000,28559.17000000,28510.85000000,28523.86000000,122.85587000
2023-05-01 12:00:00,28523.85000000,28523.86000000,28452.25000000,28481.04000000,267.15031000
2023-05-01 12:05:00,28481.04000000,28490.07000000,28473.83000000,28480.42000000,64.18117000
2023-05-01 12:10:00,28480.42000000,28544.54000000,28480.41000000,28527.71000000,131.89730000
2023-05-01 12:15:00,28527.71000000,28554.99000000,28509.01000000,28509.02000000,152.76451000
2023-05-01 12:20:00,28509.01000000,28544.00000000,28509.01000000,28536.97000000,93.72264000
2023-05-01 12:25:00,28536.97000000,28578.00000000,28532.25000000,28573.95000000,115.87470000
2023-05-01 12:30:00,28573.95000000,28574.38000000,28553.74000000,28553.74000000,55.21996000
2023-05-01 12:35:00,28553.75000000,28601.94000000,28553.74000000,28599.18000000,184.62323000
2023-05-01 12:40:00,28599.17000000,28606.24000000,28589.62000000,28589.78000000,108.16177000
2023-05-01 12:45:00,28589.77000000,28596.58000000,28566.67000000,28575.18000000,202.16468000
2023-05-01 12:50:00,28575.19000000,28608.17000000,28575.18000000,28602.76000000,65.51995000
2023-05-01 12:55:00,28602.77000000,28610.26000000,28586.04000000,28596.32000000,86.32778000
2023-05-01 13:00:00,28596.32000000,28596.32000000,28578.53000000,28578.53000000,63.62122000
2023-05-01 13:05:00,28578.54000000,28586.41000000,28571.34000000,28573.59000000,44.18221000
2023-05-01 13:10:00,28573.59000000,28581.62000000,28570.02000000,28575.34000000,47.22848000
2023-05-01 13:15:00,28575.34000000,28575.35000000,28552.03000000,28575.13000000,60.95585000
2023-05-01 13:20:00,28575.13000000,28592.36000000,28570.49000000,28592.35000000,59.11216000
2023-05-01 13:25:00,28592.36000000,28610.00000000,28587.50000000,28599.62000000,102.06278000
2023-05-01 13:30:00,28599.62000000,28629.42000000,28564.87000000,28570.44000000,137.27796000
2023-05-01 13:35:00,28570.44000000,28575.53000000,28530.74000000,28566.33000000,147.21738000
2023-05-01 13:40:00,28566.33000000,28568.69000000,28500.92000000,28530.85000000,169.45455000
2023-05-01 13:45:00,28530.86000000,28538.30000000,28500.00000000,28516.74000000,171.05196000
2023-05-01 13:50:00,28516.73000000,28525.24000000,28478.70000000,28508.49000000,164.52926000
2023-05-01 13:55:00,28508.48000000,28513.39000000,28442.58000000,28457.84000000,214.42910000
2023-05-01 14:00:00,28457.84000000,28500.00000000,28311.11000000,28447.13000000,838.62480000
2023-05-01 14:05:00,28447.14000000,28540.00000000,28447.10000000,28519.43000000,306.76070000
2023-05-01 14:10:00,28519.43000000,28538.42000000,28493.79000000,28496.50000000,193.14692000
2023-05-01 14:15:00,28496.51000000,28573.57000000,28490.74000000,28527.76000000,169.44110000
2023-05-01 14:20:00,28527.77000000,28527.77000000,28420.71000000,28456.36000000,224.73918000
2023-05-01 14:25:00,28456.36000000,28519.87000000,28438.65000000,28484.51000000,135.59057000
2023-05-01 14:30:00,28484.51000000,28524.46000000,28465.31000000,28489.10000000,154.08235000
2023-05-01 14:35:00,28489.11000000,28489.36000000,28429.79000000,28432.90000000,210.21602000
2023-05-01 14:40:00,28432.91000000,28457.97000000,28420.53000000,28441.28000000,183.47487000
2023-05-01 14:45:00,28441.28000000,28488.68000000,28441.28000000,28472.07000000,234.85177000
2023-05-01 14:50:00,28472.06000000,28486.00000000,28463.34000000,28474.25000000,83.19441000
2023-05-01 14:55:00,28474.26000000,28493.70000000,28451.78000000,28473.30000000,149.66933000
2023-05-01 15:00:00,28473.31000000,28488.31000000,28389.64000000,28424.86000000,294.30984000
2023-05-01 15:05:00,28424.86000000,28448.64000000,28396.72000000,28412.93000000,166.92867000
2023-05-01 15:10:00,28412.93000000,28413.81000000,28352.00000000,28382.80000000,221.59955000
2023-05-01 15:15:00,28382.80000000,28390.48000000,28270.00000000,28365.59000000,567.44114000
2023-05-01 15:20:00,28365.59000000,28365.60000000,28100.00000000,28139.53000000,1544.31886000
2023-05-01 15:25:00,28139.52000000,28219.30000000,28088.00000000,28110.82000000,943.40844000
2023-05-01 15:30:00,28110.81000000,28176.24000000,28089.21000000,28133.42000000,672.26985000
2023-05-01 15:35:00,28133.42000000,28190.68000000,28117.94000000,28125.90000000,485.40603000
2023-05-01 15:40:00,28125.90000000,28139.50000000,28075.36000000,28108.64000000,366.29413000
2023-05-01 15:45:00,28108.63000000,28203.10000000,28108.63000000,28179.18000000,321.53838000
2023-05-01 15:50:00,28179.19000000,28211.37000000,28153.62000000,28196.76000000,177.82531000
2023-05-01 15:55:00,28196.76000000,28222.85000000,28126.20000000,28170.64000000,503.06369000
2023-05-01 16:00:00,28170.64000000,28256.48000000,28159.63000000,28250.00000000,359.53993000
2023-05-01 16:05:00,28250.01000000,28269.59000000,28173.98000000,28180.51000000,304.32700000
2023-05-01 16:10:00,28180.50000000,28202.60000000,28100.15000000,28140.95000000,359.23534000
2023-05-01 16:15:00,28140.95000000,28191.76000000,28100.00000000,28180.74000000,237.63183000
2023-05-01 16:20:00,28180.74000000,28192.77000000,28079.37000000,28108.67000000,277.90029000
2023-05-01 16:25:00,28108.66000000,28150.66000000,28014.50000000,28119.28000000,571.03774000
2023-05-01 16:30:00,28119.29000000,28207.42000000,28119.28000000,28205.43000000,367.68141000
2023-05-01 16:35:00,28205.43000000,28212.79000000,28180.01000000,28194.68000000,347.19878000
2023-05-01 16:40:00,28194.68000000,28236.17000000,28194.68000000,28220.00000000,122.45718000
2023-05-01 16:45:00,28220.00000000,28248.56000000,28219.99000000,28245.60000000,131.46513000
2023-05-01 16:50:00,28245.60000000,28315.06000000,28245.60000000,28292.39000000,229.65650000
2023-05-01 16:55:00,28292.38000000,28388.16000000,28292.38000000,28360.80000000,457.58884000
2023-05-01 17:00:00,28360.80000000,28388.00000000,28343.35000000,28381.46000000,236.86272000
2023-05-01 17:05:00,28381.45000000,28410.95000000,28325.09000000,28327.34000000,265.66039000
2023-05-01 17:10:00,28327.34000000,28350.00000000,28325.16000000,28338.18000000,111.96627000
2023-05-01 17:15:00,28338.19000000,28350.00000000,28329.00000000,28331.02000000,80.04789000
2023-05-01 17:20:00,28331.02000000,28331.02000000,28296.65000000,28306.16000000,117.18543000
2023-05-01 17:25:00,28306.16000000,28306.17000000,28167.98000000,28181.28000000,318.93599000
2023-05-01 17:30:00,28181.28000000,28229.78000000,28167.44000000,28217.01000000,194.54079000
2023-05-01 17:35:00,28217.01000000,28274.08000000,28214.26000000,28251.59000000,150.03686000
2023-05-01 17:40:00,28251.59000000,28327.51000000,28251.59000000,28273.91000000,229.11333000
2023-05-01 17:45:00,28273.90000000,28311.77000000,28269.50000000,28288.20000000,109.76049000
2023-05-01 17:50:00,28288.20000000,28302.77000000,28285.79000000,28287.88000000,99.97826000
2023-05-01 17:55:00,28287.88000000,28287.88000000,28261.57000000,28278.22000000,76.54188000
2023-05-01 18:00:00,28278.21000000,28284.65000000,28266.13000000,28269.60000000,154.17427000
2023-05-01 18:05:00,28269.61000000,28292.15000000,28250.70000000,28272.12000000,120.70655000
2023-05-01 18:10:00,28272.13000000,28274.00000000,28244.27000000,28244.28000000,86.72511000
2023-05-01 18:15:00,28244.27000000,28244.28000000,28177.77000000,28195.84000000,163.04911000
2023-05-01 18:20:00,28195.84000000,28232.44000000,28195.83000000,28206.19000000,96.52688000
2023-05-01 18:25:00,28206.19000000,28221.98000000,28201.38000000,28212.73000000,62.75215000
2023-05-01 18:30:00,28212.74000000,28212.74000000,28090.71000000,28127.82000000,358.98828000
2023-05-01 18:35:00,28127.81000000,28169.01000000,28113.75000000,28169.00000000,156.99903000
2023-05-01 18:40:00,28169.00000000,28169.01000000,28122.03000000,28128.59000000,123.01360000
2023-05-01 18:45:00,28128.58000000,28159.75000000,28119.01000000,28150.00000000,112.40453000
2023-05-01 18:50:00,28149.99000000,28171.47000000,28120.00000000,28171.05000000,107.27411000
2023-05-01 18:55:00,28171.04000000,28200.93000000,28170.41000000,28173.83000000,116.34629000
2023-05-01 19:00:00,28173.83000000,28190.25000000,28129.12000000,28131.99000000,157.00588000
2023-05-01 19:05:00,28132.00000000,28163.16000000,28130.46000000,28153.25000000,107.95196000
2023-05-01 19:10:00,28153.26000000,28155.33000000,28022.24000000,28035.42000000,330.66853000
2023-05-01 19:15:00,28035.41000000,28052.17000000,27800.00000000,27820.11000000,1912.87575000
2023-05-01 19:20:00,27820.12000000,28029.32000000,27799.99000000,27968.53000000,970.70754000
2023-05-01 19:25:00,27968.53000000,28029.70000000,27920.13000000,28015.64000000,713.00071000
2023-05-01 19:30:00,28015.65000000,28031.76000000,27951.83000000,27988.33000000,406.33844000
2023-05-01 19:35:00,27988.34000000,27992.14000000,27890.00000000,27895.80000000,358.63757000
2023-05-01 19:40:00,27895.83000000,27966.73000000,27869.00000000,27952.44000000,310.72364000
2023-05-01 19:45:00,27952.44000000,28008.18000000,27878.78000000,27912.36000000,638.54317000
2023-05-01 19:50:00,27912.36000000,27957.73000000,27848.12000000,27862.38000000,383.63657000
2023-05-01 19:55:00,27862.38000000,27902.63000000,27815.05000000,27843.36000000,463.43150000
2023-05-01 20:00:00,27843.35000000,27905.11000000,27800.69000000,27903.44000000,310.01053000
2023-05-01 20:05:00,27903.44000000,27964.48000000,27896.57000000,27935.99000000,212.20641000
2023-05-01 20:10:00,27936.00000000,27950.49000000,27911.04000000,27911.23000000,119.48926000
2023-05-01 20:15:00,27911.23000000,27954.27000000,27850.46000000,27854.70000000,159.34285000
2023-05-01 20:20:00,27854.71000000,27870.24000000,27819.93000000,27846.73000000,208.57183000
2023-05-01 20:25:00,27846.73000000,27860.70000000,27752.46000000,27844.58000000,576.63068000
2023-05-01 20:30:00,27844.57000000,27914.21000000,27837.13000000,27912.74000000,171.85043000
2023-05-01 20:35:00,27912.73000000,27932.31000000,27889.33000000,27892.07000000,169.18627000
2023-05-01 20:40:00,27892.07000000,27903.92000000,27881.75000000,27903.40000000,112.38531000
2023-05-01 20:45:00,27903.39000000,27907.63000000,27796.00000000,27806.27000000,197.80170000
2023-05-01 20:50:00,27806.27000000,27809.17000000,27694.81000000,27773.01000000,546.47057000
2023-05-01 20:55:00,27773.00000000,27773.01000000,27666.95000000,27678.09000000,506.85073000
2023-05-01 21:00:00,27678.09000000,27828.15000000,27672.86000000,27828.15000000,341.21497000
2023-05-01 21:05:00,27828.15000000,27830.50000000,27772.10000000,27794.53000000,143.81892000
2023-05-01 21:10:00,27794.52000000,27815.49000000,27790.04000000,27805.76000000,143.92319000
2023-05-01 21:15:00,27805.76000000,27850.76000000,27799.73000000,27850.76000000,92.29406000
2023-05-01 21:20:00,27850.75000000,27889.99000000,27834.84000000,27888.96000000,144.64996000
2023-05-01 21:25:00,27888.96000000,27894.20000000,27860.67000000,27885.61000000,143.10003000
2023-05-01 21:30:00,27885.60000000,28085.81000000,27883.57000000,28029.27000000,451.80064000
2023-05-01 21:35:00,28029.27000000,28050.00000000,27958.19000000,27985.67000000,203.94085000
2023-05-01 21:40:00,27985.67000000,28021.11000000,27955.34000000,27984.59000000,116.21857000
2023-05-01 21:45:00,27984.59000000,28020.58000000,27950.32000000,28001.11000000,107.35242000
2023-05-01 21:50:00,28001.10000000,28001.11000000,27962.70000000,27983.88000000,68.56863000
2023-05-01 21:55:00,27983.88000000,28016.57000000,27971.63000000,27985.46000000,86.47632000
2023-05-01 22:00:00,27985.46000000,27995.89000000,27957.43000000,27986.42000000,163.83779000
2023-05-01 22:05:00,27986.41000000,27989.55000000,27940.00000000,27957.67000000,117.25830000
2023-05-01 22:10:00,27957.68000000,27978.83000000,27955.83000000,27978.44000000,67.76211000
2023-05-01 22:15:00,27978.44000000,28043.32000000,27978.43000000,27998.83000000,183.04299000
2023-05-01 22:20:00,27998.83000000,28002.63000000,27979.55000000,27991.88000000,90.86428000
2023-05-01 22:25:00,27991.89000000,27991.89000000,27961.76000000,27974.07000000,100.31605000
2023-05-01 22:30:00,27974.07000000,27978.96000000,27949.39000000,27950.01000000,98.28952000
2023-05-01 22:35:00,27950.01000000,28020.04000000,27950.00000000,28020.03000000,130.06412000
2023-05-01 22:40:00,28020.04000000,28159.26000000,28013.42000000,28062.39000000,557.11106000
2023-05-01 22:45:00,28062.39000000,28065.98000000,28016.81000000,28016.82000000,162.19245000
2023-05-01 22:50:00,28016.82000000,28019.48000000,27970.01000000,28009.16000000,169.59704000
2023-05-01 22:55:00,28009.16000000,28027.85000000,27995.27000000,28020.01000000,122.13964000
2023-05-01 23:00:00,28020.00000000,28084.67000000,28009.36000000,28084.67000000,166.42988000
2023-05-01 23:05:00,28084.66000000,28123.31000000,28070.16000000,28083.45000000,215.26212000
2023-05-01 23:10:00,28083.45000000,28144.49000000,28074.59000000,28116.29000000,163.12310000
2023-05-01 23:15:00,28116.29000000,28140.97000000,28104.44000000,28119.44000000,113.63162000
2023-05-01 23:20:00,28119.45000000,28132.81000000,28085.46000000,28085.47000000,172.31550000
2023-05-01 23:25:00,28085.46000000,28115.96000000,28085.46000000,28098.32000000,108.66033000
2023-05-01 23:30:00,28098.31000000,28130.00000000,28098.31000000,28108.18000000,99.24178000
2023-05-01 23:35:00,28108.18000000,28129.23000000,28108.18000000,28119.53000000,109.79695000
2023-05-01 23:40:00,28119.53000000,28123.27000000,28075.67000000,28090.00000000,119.95510000
2023-05-01 23:45:00,28090.01000000,28101.62000000,28073.17000000,28097.34000000,76.97778000
2023-05-01 23:50:00,28097.34000000,28111.56000000,28084.44000000,28084.44000000,84.72030000
2023-05-01 23:55:00,28084.45000000,28085.75000000,28063.58000000,28068.26000000,81.27572000
2023-05-02 00:00:00,28068.26000000,28068.27000000,27999.41000000,28009.04000000,373.27817000
2023-05-02 00:05:00,28009.04000000,28054.28000000,27984.44000000,28054.27000000,149.25470000
2023-05-02 00:10:00,28054.28000000,28054.28000000,27994.69000000,27999.33000000,79.68938000
2023-05-02 00:15:00,27999.33000000,28008.81000000,27997.90000000,28005.78000000,78.35740000
2023-05-02 00:20:00,28005.78000000,28005.78000000,27978.11000000,27989.12000000,77.32179000
2023-05-02 00:25:00,27989.13000000,28080.30000000,27989.12000000,28075.01000000,309.48078000
2023-05-02 00:30:00,28075.02000000,28077.24000000,28020.00000000,28025.14000000,99.57076000
2023-05-02 00:35:00,28025.13000000,28100.00000000,28024.78000000,28085.93000000,193.58855000
2023-05-02 00:40:00,28085.93000000,28145.60000000,28074.01000000,28125.20000000,137.50751000
